NSC,Log10HiConc,ConcUnit,Flag,Log10IC50,NumExp,StdDev                           
636181,-3.6,M,>,-3.62,2,0                                                       
636182,-3.7,M,>,-3.74,1,0                                                       
636183,-5.3,M,>,-5.29,2,0                                                       
636184,-3,M,>,-3.04,2,0                                                         
636186,-3,M,>,-3.03,2,0                                                         
636187,-5.9,M,>,-5.92,1,0                                                       
636188,-5.1,M,>,-5.08,1,0                                                       
636227,-2.3,M,=,-3.15,2,.09                                                     
636229,-3,M,=,-4.41,1,0                                                         
636311,1.7,u,>,1.73,4,0                                                         
636312,2.1,u,>,2.14,4,0                                                         
636313,2.1,u,>,2.1,4,0                                                          
636314,2,u,>,1.96,4,0                                                           
636315,2.3,u,>,2.33,3,0                                                         
636316,2.5,u,>,2.52,3,.04                                                       
636317,2.5,u,>,2.51,3,0                                                         
636318,2.5,u,>,2.35,3,.19                                                       
636319,2.5,u,>,2.48,3,0                                                         
636320,2.5,u,>,2.48,3,0                                                         
636321,2.2,u,>,2.19,4,.03                                                       
636322,2.2,u,>,2.21,4,0                                                         
636323,2.9,u,>,2.94,4,0                                                         
636324,2.8,u,>,2.78,4,0                                                         
636325,-3.2,M,>,-3.22,2,0                                                       
636326,-3.1,M,=,-6.32,2,0                                                       
636327,-4,M,>,-3.99,2,0                                                         
636328,-4.6,M,>,-4.65,2,0                                                       
636329,-4.9,M,>,-4.87,2,0                                                       
636330,-3,M,>,-2.98,1,0                                                         
636331,-4.1,M,=,-4.14,1,0                                                       
636332,-2.9,M,=,-2.95,1,0                                                       
636333,-4.4,M,=,-4.72,1,0                                                       
636334,-3.2,M,=,-3.4,1,0                                                        
636335,-3.5,M,>,-3.54,1,0                                                       
636336,-3.6,M,>,-3.63,2,0                                                       
636337,-4,M,=,-4.15,2,.07                                                       
636338,-2.9,M,>,-2.88,2,.03                                                     
636339,-3,M,>,-3.01,2,0                                                         
636340,-3.3,M,>,-3.27,6,0                                                       
636341,-3.5,M,>,-3.5,1,0                                                        
636342,-3.8,M,>,-3.9,2,.12                                                      
636343,-4.6,M,=,-5.34,2,.01                                                     
636344,-4.8,M,>,-4.8,2,0                                                        
636345,-4.7,M,>,-4.72,2,0                                                       
636346,-3.9,M,>,-3.87,2,0                                                       
636347,-3.9,M,>,-3.9,1,0                                                        
636348,-3.1,M,=,-3.31,1,0                                                       
636349,-3.2,M,=,-3.33,2,.05                                                     
636350,-3.5,M,=,-4.25,2,.08                                                     
636351,-3,M,=,-3.77,2,.01                                                       
636352,-3.4,M,=,-3.61,2,.01                                                     
636353,-4.7,M,>,-4.78,2,.18                                                     
636354,-3.9,M,=,-4.18,2,.04                                                     
636355,-4,M,=,-4.33,2,0                                                         
636356,-3,M,>,-3,2,0                                                            
636357,-3.1,M,=,-3.24,2,.08                                                     
636358,-2.9,M,>,-2.93,2,0                                                       
636359,-5.4,M,>,-5.44,2,0                                                       
636361,-3,M,>,-3.02,2,0                                                         
636362,-5.1,M,>,-5.12,2,0                                                       
636363,-4.8,M,>,-4.76,2,0                                                       
636364,-4.9,M,>,-4.89,2,0                                                       
636365,-5.1,M,>,-5.13,2,0                                                       
636366,-2.9,M,=,-3.87,2,.29                                                     
636367,-2.9,M,>,-2.87,2,0                                                       
636368,-3.8,M,>,-3.85,2,0                                                       
636369,-4,M,>,-4,2,0                                                            
636370,-3.3,M,=,-3.56,3,.06                                                     
636371,-4.7,M,>,-4.67,2,0                                                       
636372,-3.9,M,>,-3.91,2,0                                                       
636373,-4.7,M,>,-4.69,2,0                                                       
636374,-5.1,M,>,-5.13,2,0                                                       
636375,-5.2,M,>,-5.21,2,0                                                       
636376,-3.1,M,>,-3.07,1,0                                                       
636377,-3,M,>,-2.99,1,0                                                         
636378,-4,M,=,-4.03,1,0                                                         
636379,-4.3,M,>,-4.26,1,0                                                       
636380,-3.2,M,>,-3.21,1,0                                                       
636381,-3.5,M,=,-3.84,2,.01                                                     
636382,-4.8,M,>,-4.77,2,0                                                       
636383,-3.5,M,=,-4.65,2,.01                                                     
636384,-4.8,M,>,-4.85,2,.03                                                     
636385,-4.2,M,=,-4.99,1,0                                                       
636386,-3.8,M,=,-4.24,2,.23                                                     
636387,-3.4,M,=,-4.55,1,0                                                       
636388,-3.8,M,>,-3.79,1,0                                                       
636389,-4.6,M,>,-4.64,1,0                                                       
636390,-3.1,M,>,-3.05,1,0                                                       
636391,-4.5,M,>,-4.5,2,0                                                        
636392,-4.2,M,=,-4.93,2,0                                                       
636393,-4,M,=,-4.78,2,0                                                         
636394,-3.5,M,=,-3.71,2,.01                                                     
636395,-4.4,M,>,-4.44,2,0                                                       
636396,-3.3,M,>,-3.77,2,.69                                                     
636397,-3.4,M,=,-4.15,2,.67                                                     
636398,-3.2,M,=,-4.38,2,.01                                                     
636399,-4.1,M,>,-4.09,2,0                                                       
636400,-3.4,M,>,-3.36,2,0                                                       
636401,-3.9,M,>,-3.89,2,0                                                       
636402,-4.7,M,>,-4.7,2,0                                                        
636403,-4.6,M,>,-4.6,2,0                                                        
636404,-4.7,M,>,-4.7,2,0                                                        
636405,-4.5,M,>,-4.49,2,0                                                       
636406,-3.9,M,>,-3.87,2,0                                                       
636407,-2.9,M,>,-2.91,2,0                                                       
636408,-3.9,M,>,-3.9,2,0                                                        
636409,-4.1,M,>,-4.07,2,0                                                       
636410,-3.2,M,>,-3.2,2,0                                                        
636411,-4,M,>,-4.18,2,.25                                                       
636412,-3.8,M,>,-3.79,2,0                                                       
636413,-3.8,M,=,-4.01,2,.03                                                     
636414,-4,M,>,-4.01,2,0                                                         
636415,-3.9,M,>,-3.91,2,0                                                       
636416,-4.5,M,>,-4.51,2,0                                                       
636418,-5.1,M,>,-5.07,2,0                                                       
636419,-4.8,M,>,-4.8,1,0                                                        
636420,-4.8,M,>,-4.77,1,0                                                       
636421,-5.1,M,>,-5.06,1,0                                                       
636422,-4.6,M,=,-4.82,1,0                                                       
636423,-5.3,M,>,-5.31,2,0                                                       
636424,-4.8,M,>,-4.76,2,0                                                       
636425,-5.2,M,>,-5.18,2,0                                                       
636426,-5.1,M,>,-5.06,2,0                                                       
636427,-4.6,M,>,-4.7,2,.16                                                      
636428,-5,M,>,-4.98,2,0                                                         
636429,-4.8,M,>,-4.84,1,0                                                       
636430,-4.9,M,>,-4.92,1,0                                                       
636431,-5.1,M,>,-5.07,2,0                                                       
636432,-5.1,M,>,-5.07,2,0                                                       
636433,-4.8,M,=,-5.02,1,0                                                       
636434,-5.2,M,=,-5.39,1,0                                                       
636435,-4.7,M,=,-4.87,1,0                                                       
636436,-5.1,M,=,-5.28,1,0                                                       
636472,-3.2,M,>,-3.19,2,0                                                       
636473,-3,M,>,-2.98,2,0                                                         
636474,-4.3,M,=,-4.64,2,.06                                                     
636485,-4.9,M,>,-4.94,1,0                                                       
636486,-4,M,>,-3.97,1,0                                                         
636487,-5.1,M,>,-5.08,2,0                                                       
636488,-5.2,M,>,-5.23,2,0                                                       
636489,-5.7,M,>,-5.72,1,0                                                       
636490,-5.7,M,>,-5.72,1,0                                                       
636491,-5.9,M,>,-5.86,1,0                                                       
636492,-5.9,M,>,-5.86,1,0                                                       
636493,-5.2,M,>,-5.17,1,0                                                       
636494,-5.7,M,>,-5.72,1,0                                                       
636497,-5.9,M,>,-5.88,1,0                                                       
636498,-5.6,M,>,-5.6,1,0                                                        
636499,-5.2,M,>,-5.2,2,0                                                        
636500,-5.5,M,>,-5.49,2,0                                                       
636501,-5.6,M,>,-5.64,2,0                                                       
636502,-5.5,M,>,-5.5,2,0                                                        
636503,-5.3,M,>,-5.28,2,0                                                       
636504,-5.4,M,>,-5.36,2,0                                                       
636505,-4.8,M,>,-4.79,2,0                                                       
636506,-5.2,M,>,-5.18,2,0                                                       
636507,-3.9,M,=,-4.12,2,.01                                                     
636508,-5.2,M,>,-5.2,2,0                                                        
636509,-5.3,M,>,-5.28,2,0                                                       
636510,-5.8,M,>,-5.85,2,0                                                       
636511,-4.9,M,=,-5.29,2,.12                                                     
636512,-3.1,M,>,-3.11,2,0                                                       
636513,-2.9,M,>,-3.02,2,.11                                                     
636514,-4.8,M,>,-4.84,2,0                                                       
636515,-5.8,M,>,-5.77,2,0                                                       
636516,-4.7,M,>,-4.72,2,0                                                       
636517,-4.8,M,>,-4.8,2,0                                                        
636518,-3.9,M,>,-3.88,2,0                                                       
636519,-3.3,M,=,-3.81,2,.3                                                      
636520,-5,M,>,-5.02,2,0                                                         
636521,-3.8,M,>,-3.85,2,0                                                       
636522,-3.9,M,>,-3.94,2,0                                                       
636523,-4.7,M,>,-4.74,2,0                                                       
636589,-4.9,M,>,-4.89,3,0                                                       
636590,-4.9,M,>,-4.89,5,0                                                       
636591,-4.5,M,=,-4.83,5,.09                                                     
636592,-4.3,M,=,-4.67,3,.04                                                     
636593,-4.6,M,=,-4.92,7,.12                                                     
636594,-4.2,M,=,-4.31,2,.07                                                     
636599,-4.6,M,>,-4.55,1,0                                                       
636600,-3.8,M,>,-3.81,1,0                                                       
636601,-4.6,M,>,-4.61,2,0                                                       
636602,-3.4,M,>,-3.39,2,0                                                       
636603,-4,M,>,-3.95,2,0                                                         
636604,-3.8,M,>,-3.84,2,0                                                       
636605,-3.8,M,>,-3.78,2,0                                                       
636606,-3.8,M,>,-3.84,2,0                                                       
636607,-4.1,M,>,-4.12,1,0                                                       
636608,-3.4,M,>,-3.39,2,0                                                       
636609,-4,M,>,-3.95,2,0                                                         
636610,-3.8,M,>,-3.84,2,0                                                       
636611,-3,M,>,-2.97,1,0                                                         
636612,-3.9,M,>,-3.91,1,0                                                       
636613,-3.6,M,=,-5.58,2,.28                                                     
636614,-3.6,M,=,-5.62,2,.29                                                     
636615,-3.7,M,=,-3.97,2,.02                                                     
636616,-3.9,M,>,-3.86,2,0                                                       
636621,-4.8,M,>,-4.76,1,0                                                       
636622,-4.7,M,>,-4.68,1,0                                                       
636623,-4.6,M,>,-4.64,3,0                                                       
636624,-4.1,M,=,-4.33,2,.15                                                     
636625,-4.3,M,=,-4.93,2,.15                                                     
636626,-3.3,M,=,-3.82,2,.38                                                     
636629,-3.6,M,=,-3.82,2,.22                                                     
636630,-3.4,M,=,-3.59,2,.07                                                     
636631,-3.3,M,>,-3.28,2,0                                                       
636632,-3.3,M,=,-3.7,2,.47                                                      
636633,-3.1,M,=,-5.73,1,0                                                       
636634,-3.4,M,=,-5.89,1,0                                                       
636635,-3.3,M,=,-5.64,1,0                                                       
636636,-3.3,M,=,-5.61,1,0                                                       
636661,-5.2,M,>,-5.23,3,0                                                       
636662,-4.1,M,>,-4.07,1,0                                                       
636665,-3.3,M,>,-3.32,1,0                                                       
636666,-3.7,M,>,-3.85,2,.25                                                     
636667,-3.3,M,>,-3.28,2,0                                                       
636668,-4.2,M,=,-4.67,2,.02                                                     
636669,-4.6,M,=,-4.63,1,0                                                       
636670,-3.3,M,=,-3.47,1,0                                                       
636671,-2.9,M,=,-3.06,1,0                                                       
636672,-5,M,>,-4.96,1,0                                                         
636672,-3.3,M,=,-3.62,4,.01                                                     
636674,-3.9,M,=,-4.1,2,.09                                                      
636675,-3.2,M,=,-6.09,1,0                                                       
636676,-4.1,M,=,-6.28,1,0                                                       
636677,-4.1,M,>,-4.25,2,.19                                                     
636679,-5.1,M,>,-5.11,2,0                                                       
636680,-5.4,M,>,-5.37,1,0                                                       
636681,-4.8,M,>,-4.78,1,0                                                       
636682,-5.2,M,>,-5.16,1,0                                                       
636685,-4.7,M,>,-4.71,1,0                                                       
636686,-3.9,M,=,-4.16,1,0                                                       
636687,-4.6,M,>,-4.62,2,0                                                       
636688,-4.5,M,>,-4.49,2,0                                                       
636691,-4.3,M,>,-4.31,1,0                                                       
636692,-4.6,M,>,-4.63,1,0                                                       
636693,-3.9,M,=,-5.18,2,.03                                                     
636694,-4.2,M,=,-5.06,2,.05                                                     
636695,-4.4,M,>,-4.41,1,0                                                       
636696,-4.2,M,=,-4.99,1,0                                                       
636697,-4.5,M,>,-4.48,2,0                                                       
636698,-4.5,M,>,-4.46,2,0                                                       
636699,-4,M,>,-4.01,1,0                                                         
636700,-4.5,M,>,-4.46,1,0                                                       
636701,-3.8,M,>,-3.8,2,0                                                        
636702,-4.5,M,>,-4.55,2,0                                                       
636703,-3.7,M,>,-3.7,2,0                                                        
636704,-4.6,M,>,-4.61,1,0                                                       
636705,-4.5,M,>,-4.47,1,0                                                       
636706,-3.7,M,=,-4.06,1,0                                                       
636707,-4.4,M,>,-4.41,1,0                                                       
636709,-4.5,M,>,-4.49,2,0                                                       
636710,-5,M,=,-5.26,1,0                                                         
636711,-4.8,M,>,-4.84,1,0                                                       
636712,-4.7,M,=,-4.9,1,0                                                        
636713,-4.7,M,>,-4.7,1,0                                                        
636714,-5,M,>,-4.97,1,0                                                         
636715,-4.5,M,>,-4.52,1,0                                                       
636716,-4.6,M,=,-4.81,1,0                                                       
636717,-4.7,M,>,-4.68,1,0                                                       
636718,-4.8,M,>,-4.84,1,0                                                       
636719,-5.4,M,>,-5.38,1,0                                                       
636720,-4.7,M,>,-4.71,1,0                                                       
636721,-5.2,M,>,-5.25,1,0                                                       
636722,-4.8,M,>,-4.83,1,0                                                       
636723,-4.5,M,>,-4.52,1,0                                                       
636724,-5,M,>,-5,3,0                                                            
636725,-4.5,M,>,-4.55,1,0                                                       
636726,-5,M,>,-4.97,1,0                                                         
636727,-4.7,M,>,-4.66,2,0                                                       
636728,-5,M,>,-5,2,0                                                            
636729,-5.3,M,>,-5.27,2,0                                                       
636730,-4.6,M,>,-4.68,2,.18                                                     
636731,-5.2,M,>,-5.23,1,0                                                       
636732,-5,M,>,-5.01,1,0                                                         
636733,-4.7,M,>,-4.7,1,0                                                        
636734,-5.1,M,>,-5.14,1,0                                                       
636735,-5.7,M,>,-5.69,2,0                                                       
636776,-4.4,M,=,-4.82,2,.06                                                     
636777,-4.2,M,>,-4.21,3,0                                                       
636778,-4.2,M,>,-4.22,2,0                                                       
636779,-3.9,M,>,-3.91,1,0                                                       
636780,-4.1,M,>,-4.09,1,0                                                       
636781,-3,M,>,-3.1,2,.17                                                        
636782,-4.2,M,>,-4.19,2,0                                                       
636783,-3.5,M,>,-3.66,2,.19                                                     
636784,-4.2,M,>,-4.2,2,0                                                        
636785,-3.6,M,=,-3.65,1,0                                                       
636786,-3.2,M,=,-4.04,1,0                                                       
636787,-3.5,M,=,-4.26,2,.09                                                     
636788,-3.8,M,=,-4.21,2,.1                                                      
636789,-3.7,M,=,-3.95,5,.03                                                     
636790,-3.7,M,=,-5.14,18,.14                                                    
636790,-3.6,M,>,-3.6,5,0                                                        
636790,-3,M,>,-3.52,13,.43                                                      
636791,-3.7,M,=,-4,2,.02                                                        
636792,-4.8,M,>,-4.76,2,0                                                       
636793,-3.6,M,>,-3.6,2,0                                                        
636794,-4.8,M,>,-4.78,2,0                                                       
636795,-4.9,M,>,-4.92,2,0                                                       
636796,-5.1,M,>,-5.11,2,0                                                       
636797,-4,M,>,-3.95,2,0                                                         
636798,-4.6,M,>,-4.57,3,0                                                       
636799,-4.9,M,>,-4.92,2,0                                                       
636800,-3,M,=,-3.08,2,.1                                                        
636801,-3.5,M,=,-4.23,2,.01                                                     
636802,-4.9,M,>,-4.91,2,0                                                       
636803,-5.4,M,=,-5.73,2,0                                                       
636804,-3.1,M,>,-3.21,2,.15                                                     
636805,-4.2,M,>,-4.18,2,0                                                       
636806,-3.3,M,=,-4.61,4,.06                                                     
636807,-3.8,M,>,-3.82,4,0                                                       
636808,-4.6,M,=,-4.81,2,.01                                                     
636809,-3.2,M,=,-4.45,2,.03                                                     
636810,-4.8,M,>,-4.8,6,0                                                        
636811,-3.7,M,>,-3.68,2,0                                                       
636812,-4.3,M,>,-4.27,2,0                                                       
636813,-3.8,M,=,-4.55,5,.05                                                     
636814,-3.8,M,>,-3.77,1,0                                                       
636815,-4.6,M,>,-4.57,1,0                                                       
636816,-3.6,M,=,-4.46,3,.06                                                     
636817,-4.9,M,>,-4.88,3,0                                                       
636818,-3.6,M,=,-4.12,4,.27                                                     
636819,-4.7,M,>,-4.71,2,0                                                       
636840,-4.9,M,>,-4.91,2,0                                                       
636841,-3.2,M,=,-4.22,2,.22                                                     
636842,-3.8,M,=,-3.83,1,0                                                       
636853,2.1,u,>,2.1,2,0                                                          
636854,-3.7,M,>,-3.75,6,0                                                       
636855,-4.7,M,>,-4.72,2,0                                                       
636856,-5,M,>,-5.02,2,0                                                         
636861,-3.8,M,>,-3.84,2,0                                                       
636863,-4,M,>,-4.03,5,0                                                         
636870,-3,M,=,-4.85,2,.08                                                       
636871,-3,M,=,-3.05,1,0                                                         
636875,-2.6,M,>,-2.57,2,0                                                       
636878,-4.2,M,>,-4.25,3,0                                                       
636881,-3.2,M,>,-3.27,3,.07                                                     
636882,1.4,u,=,1.03,3,.11                                                       
636916,-4.4,M,=,-4.83,3,.16                                                     
636917,-4.4,M,=,-4.61,2,0                                                       
636918,-4.2,M,=,-4.95,2,.01                                                     
636919,-4.2,M,=,-4.96,2,.01                                                     
636920,-4.3,M,=,-4.95,2,.02                                                     
636921,-3.7,M,>,-3.66,2,0                                                       
636922,-4.7,M,=,-5.02,2,.05                                                     
636923,-4.5,M,=,-4.72,1,0                                                       
636924,-4.3,M,>,-4.31,1,0                                                       
636925,-5,M,>,-4.95,1,0                                                         
636926,-4.2,M,>,-4.22,1,0                                                       
636927,-4.6,M,>,-4.64,1,0                                                       
636928,-4.9,M,>,-4.88,1,0                                                       
636929,-4.3,M,>,-4.32,1,0                                                       
636930,-4.7,M,=,-4.84,1,0                                                       
636931,-4.6,M,=,-5.39,4,.02                                                     
636932,-4.3,M,>,-4.33,2,0                                                       
636933,-4.7,M,=,-4.94,2,.01                                                     
636934,-4.5,M,=,-4.84,2,.06                                                     
636935,-4.2,M,>,-4.19,2,0                                                       
636936,-5.4,M,>,-5.39,2,0                                                       
636937,-4.4,M,=,-5.16,1,0                                                       
636938,-4,M,>,-4.01,1,0                                                         
636939,-4.7,M,>,-4.71,1,0                                                       
636940,-4.1,M,>,-4.13,1,0                                                       
636941,-3.6,M,>,-3.61,1,0                                                       
636942,-4.1,M,>,-4.07,1,0                                                       
636943,-3.5,M,>,-3.5,1,0                                                        
636944,-4.4,M,>,-4.36,1,0                                                       
636945,-4.2,M,>,-4.25,2,0                                                       
636946,-4.3,M,>,-4.33,2,0                                                       
636947,-4.2,M,>,-4.19,2,0                                                       
636948,-5.2,M,=,-5.77,2,.11                                                     
636949,-5.1,M,=,-5.2,2,.03                                                      
636950,-4.9,M,>,-4.93,2,0                                                       
636951,-5,M,>,-4.96,2,0                                                         
636952,-5.2,M,>,-5.24,2,0                                                       
636953,-5.2,M,>,-5.17,2,0                                                       
636954,-3.9,M,=,-4.42,2,.22                                                     
636955,-4.8,M,>,-4.8,2,0                                                        
636956,-4.6,M,>,-4.59,1,0                                                       
636959,-4.7,M,>,-4.71,1,0                                                       
636960,-4.5,M,=,-4.77,1,0                                                       
636961,-4.6,M,>,-4.57,1,0                                                       
636962,-4.7,M,=,-4.95,3,.01                                                     
636963,-4,M,=,-4.72,1,0                                                         
636964,-4.4,M,=,-4.76,3,.29                                                     
636965,-4.2,M,=,-4.65,1,0                                                       
636966,-4.1,M,=,-4.78,1,0                                                       
636967,-4.6,M,=,-5.68,1,0                                                       
636968,-4.1,M,=,-4.88,2,.12                                                     
636969,-4.8,M,>,-4.8,2,0                                                        
636970,-5,M,>,-5.02,2,0                                                         
636971,-3.9,M,=,-4.85,2,.18                                                     
636979,-3.8,M,=,-5.43,1,0                                                       
636980,-4.7,M,>,-4.74,2,0                                                       
636981,-4.9,M,>,-4.89,2,0                                                       
636982,-3.2,M,>,-3.71,5,.49                                                     
636983,-4.3,M,>,-4.32,2,0                                                       
636984,-5.1,M,>,-5.11,2,0                                                       
636985,-4,M,>,-3.95,2,0                                                         
636986,-4,M,>,-3.99,4,0                                                         
636987,-4,M,=,-4.23,2,.02                                                       
636988,-5.1,M,>,-5.11,2,0                                                       
636989,-5.4,M,>,-5.39,2,0                                                       
636990,-5.3,M,>,-5.26,2,0                                                       
636991,-4.2,M,>,-4.24,2,0                                                       
636992,-3.9,M,>,-3.89,2,0                                                       
636993,-4.9,M,>,-4.87,2,0                                                       
636994,-4.5,M,>,-4.59,2,.08                                                     
636995,-4.7,M,>,-4.68,2,0                                                       
636996,-3.9,M,>,-4.01,2,.09                                                     
636997,-4.6,M,>,-4.57,1,0                                                       
636998,-4.2,M,=,-4.41,1,0                                                       
636999,-4.9,M,>,-4.92,2,0                                                       
637000,-5,M,>,-5.04,2,0                                                         
637001,-5.2,M,>,-5.16,2,0                                                       
637002,-4.9,M,>,-4.87,2,0                                                       
637003,-4.2,M,>,-4.17,4,0                                                       
637004,-4,M,>,-4.02,6,0                                                         
637005,-2.9,M,>,-2.9,2,0                                                        
637006,-3,M,>,-3,2,0                                                            
637007,-5,M,>,-4.96,2,0                                                         
637008,-3.9,M,>,-3.87,2,0                                                       
637009,-4,M,>,-4.04,1,0                                                         
637010,-3,M,=,-3.53,2,.03                                                       
637032,-2.8,M,=,-3.12,5,.03                                                     
637033,-2.9,M,>,-2.88,1,0                                                       
637034,-2.9,M,=,-3.62,1,0                                                       
637035,-3,M,>,-3.03,4,0                                                         
637036,-2.9,M,>,-2.89,4,0                                                       
637037,-3.7,M,=,-4.49,2,.01                                                     
637038,-4.1,M,>,-4.06,2,0                                                       
637039,-3.9,M,>,-3.86,1,0                                                       
637040,-4.7,M,>,-4.74,4,0                                                       
637067,-4.7,M,>,-4.74,2,0                                                       
637068,-3.2,M,=,-3.7,1,0                                                        
637069,-3.3,M,=,-3.84,1,0                                                       
637070,-3.9,M,>,-3.92,2,0                                                       
637071,-3.2,M,=,-3.67,2,.35                                                     
637072,-4.1,M,>,-4.08,2,0                                                       
637073,-3,M,=,-3.19,2,.01                                                       
637074,-3.9,M,>,-3.9,2,0                                                        
637075,-3.6,M,>,-3.6,2,0                                                        
637076,-3.2,M,>,-3.21,2,0                                                       
637077,-4.1,M,>,-4.12,2,0                                                       
637078,-3.2,M,=,-3.49,1,0                                                       
637079,-4.2,M,>,-4.19,1,0                                                       
637080,-3.4,M,>,-3.44,2,0                                                       
637081,-3.7,M,>,-3.72,4,0                                                       
637082,-4,M,>,-4.02,2,0                                                         
637083,-3.2,M,>,-3.19,2,0                                                       
637084,-4,M,>,-4.05,2,0                                                         
637085,-3.9,M,>,-3.87,2,0                                                       
637086,-3,M,>,-3.05,1,0                                                         
637124,-3.5,M,=,-4.24,4,.02                                                     
637134,-3.8,M,>,-3.84,2,0                                                       
637135,-3,M,>,-2.96,3,0                                                         
637136,-3.9,M,=,-6.41,3,.16                                                     
637137,-3.6,M,=,-5.6,3,.21                                                      
637138,-4.9,M,>,-4.93,3,.12                                                     
637140,-3.6,M,=,-6.55,2,.29                                                     
637141,-3.1,M,>,-3.07,4,0                                                       
637142,-3.1,M,>,-3.07,2,0                                                       
637143,-4.1,M,=,-4.15,1,0                                                       
637145,-4,M,=,-4.33,2,.12                                                       
637146,-3.3,M,=,-4.26,2,.2                                                      
637147,-3.4,M,=,-4.11,2,.06                                                     
637148,-4.8,M,=,-4.98,2,.05                                                     
637149,-3.1,M,=,-4.82,2,.04                                                     
637150,-3.9,M,=,-4.66,2,.11                                                     
637151,-3.9,M,=,-4.83,2,.28                                                     
637152,-3.3,M,=,-4.94,2,.09                                                     
637153,-4.2,M,=,-4.93,2,.05                                                     
637154,-3.5,M,=,-5.17,2,.05                                                     
637155,-4,M,=,-5.21,2,.05                                                       
637156,-3.4,M,=,-4.09,2,.06                                                     
637157,-3.9,M,=,-4.59,1,0                                                       
637158,-3.1,M,=,-3.33,1,0                                                       
637159,-4,M,=,-5.22,2,0                                                         
637160,-4.7,M,=,-4.93,2,.07                                                     
637161,-3.9,M,=,-5.07,2,.01                                                     
637162,-3.3,M,=,-4.96,2,.01                                                     
637163,-4.1,M,<,-5.05,1,0                                                       
637164,-3.9,M,=,-5.05,2,.03                                                     
637165,-4.7,M,=,-4.99,2,.06                                                     
637166,-3.5,M,=,-5.23,2,.01                                                     
637167,-3.2,M,=,-3.95,2,.01                                                     
637168,-3.4,M,=,-4.23,2,.01                                                     
637169,-4.7,M,>,-4.71,2,0                                                       
637170,-3.5,M,=,-4.75,2,.03                                                     
637171,-3.1,M,=,-4.42,2,.07                                                     
637172,-3.9,M,=,-4.23,2,.02                                                     
637173,-3.4,M,=,-4.71,2,.02                                                     
637174,-4.3,M,=,-4.56,2,0                                                       
637175,-3.9,M,=,-4.19,2,.01                                                     
637176,-3.8,M,=,-4.58,2,0                                                       
637177,-3.9,M,=,-5.13,2,.01                                                     
637178,-4.2,M,=,-4.46,2,0                                                       
637179,-3.8,M,=,-4.69,2,.11                                                     
637180,-3.8,M,=,-4.57,2,.01                                                     
637181,-3.8,M,=,-4.56,2,.01                                                     
637182,-2.9,M,=,-3.11,2,.02                                                     
637183,-4.4,M,>,-4.44,2,0                                                       
637184,-4.5,M,>,-4.52,2,0                                                       
637185,-3.2,M,=,-3.72,2,.32                                                     
637186,-3.4,M,=,-3.47,2,.09                                                     
637187,-3,M,=,-3.03,2,.02                                                       
637188,-3.8,M,>,-3.75,1,0                                                       
637189,-2.8,M,=,-4.06,1,0                                                       
637190,-3.1,M,>,-3.13,2,0                                                       
637191,-3,M,>,-2.98,2,0                                                         
637192,-4.2,M,>,-4.2,2,.03                                                      
637193,-3.8,M,=,-4.15,2,.06                                                     
637194,-3.7,M,>,-3.75,2,0                                                       
637195,-4.5,M,>,-4.53,2,0                                                       
637196,-4.6,M,>,-4.61,1,0                                                       
637197,-4.6,M,>,-4.63,1,0                                                       
637198,-4.6,M,>,-4.75,2,.2                                                      
637199,-3.1,M,>,-3.12,2,0                                                       
637200,-4.6,M,>,-4.6,2,0                                                        
637201,-4.9,M,>,-4.9,2,0                                                        
637202,-4,M,>,-4.06,2,.08                                                       
637203,-3.5,M,>,-3.53,2,0                                                       
637204,-2.9,M,>,-2.88,2,0                                                       
637274,-4.4,M,>,-4.42,2,0                                                       
637275,-3.9,M,=,-4.14,2,.02                                                     
637277,-3.6,M,=,-4.21,1,0                                                       
637278,-3.2,M,>,-3.2,2,0                                                        
637279,-3.9,M,=,-4.69,2,.07                                                     
637280,-3.1,M,=,-4,2,.09                                                        
637281,-3.3,M,=,-3.79,2,.31                                                     
637282,-4.1,M,>,-4.11,2,0                                                       
637283,-3.6,M,=,-3.93,2,.05                                                     
637284,-3.8,M,>,-3.81,2,0                                                       
637285,-3.4,M,=,-4.15,2,.01                                                     
637286,-3.9,M,>,-3.92,2,0                                                       
637287,-4.3,M,>,-4.34,2,0                                                       
637288,-4.6,M,>,-4.59,1,0                                                       
637289,-3.4,M,=,-4.2,1,0                                                        
637290,-3.9,M,>,-3.92,2,0                                                       
637291,-3.4,M,=,-4.1,2,.06                                                      
637292,-3.8,M,>,-3.79,1,0                                                       
637293,-4,M,>,-3.95,1,0                                                         
637294,-3.3,M,=,-4.02,2,.06                                                     
637295,-3.8,M,>,-3.81,2,0                                                       
637296,-3.4,M,=,-4.19,1,0                                                       
637297,-4,M,>,-3.96,2,0                                                         
637298,-3.9,M,=,-4.15,1,0                                                       
637299,-4,M,>,-4.03,1,0                                                         
637300,-3.4,M,=,-3.74,2,.04                                                     
637301,-4.1,M,>,-4.1,2,0                                                        
637302,-3.5,M,>,-3.51,2,0                                                       
637303,-3.6,M,=,-4.32,2,.04                                                     
637308,-4.7,M,>,-4.67,2,0                                                       
637309,-3.8,M,=,-4.11,2,0                                                       
637310,-3.6,M,=,-4.19,2,.22                                                     
